Feature_1,Feature_2,Feature_3,Target
9.082658859666537,2.395618906669724,1.448948720912231,25.726116963439644
4.89452760277563,9.856504541106007,2.4205527151150044,3.4405461056690325
6.721355474058786,7.616196153287175,2.3763754399239967,15.01911527092622
7.282163486118596,3.677831327192532,6.3230583059357945,34.0286292221027
6.335297107608947,5.357746840747585,0.902897700544083,10.009299306783406
8.35302495589238,3.2078006497173583,1.8651851039985423,23.105321886890476
0.40775141554763916,5.908929431882418,6.775643618422825,17.002636122410753
0.16587828927856152,5.12093058299281,2.2649577519793795,-0.30674633019032543
6.451727904094499,1.7436642900499144,6.90937738102466,39.212602264687824
3.867353463005374,9.367299887367345,1.3752094414599325,-1.5232312081221397
3.410663510502585,1.1347352124058907,9.246936182785628,41.14660165280762
8.77339353380981,2.579416277151556,6.59984046034179,43.47747200968671
8.172222002012159,5.5520081159946235,5.296505783560065,31.47587867133283
2.418522909004517,0.9310276780589921,8.972157579533267,37.864849426776765
9.004180571633304,6.33101457273268,3.390297910487007,25.530458590721583
3.492095746126609,7.259556788702394,8.971102599525771,30.78648222359699
8.870864242651173,7.798755458576238,6.420316461542877,34.12934099975022
0.8413996499504883,1.6162871409461377,8.985541885270793,34.13049899122041
6.0642905965958995,0.09197051616629648,1.014715428660321,18.031300231994194
6.635017691080558,0.05061583846218687,1.6080805141749865,22.052022215983655
5.487337893665861,6.918951976926932,6.519612595026006,27.47794783961095
2.242693094605598,7.121792213475358,2.3724908749680007,3.1255215639177543
3.2539969815926773,7.464914051180242,6.496328990472147,20.109787136805295
8.49223410494178,6.576128923003433,5.683086033354716,31.764220403305316
0.9367476782809248,3.6771580305943354,2.6520236768172545,7.446055411385933
2.4398964337908358,9.730105547524456,3.930977246667604,3.9047038021865785
8.920465551771134,6.311386259972629,7.948113035416484,42.32173415322704
5.026370931051921,5.769038846263591,4.925176938188639,21.272041001664633
1.952429877980445,7.224521152615053,2.807723624408558,3.051057305030821
0.2431596643145384,6.454722959071678,1.7711067940704894,-2.536147200180457
9.404585843529143,9.539285770025874,9.148643902204485,42.884941977143946
3.7015870025544437,0.15456616528867428,9.283185625877254,45.080820039729566
4.281841483173143,9.666548190436696,9.636199770892528,32.194509720736406
8.530094554673601,2.944488920695857,3.8509772860192526,30.974322750006962
8.511366715168569,3.1692200515627764,1.6949274668609249,23.013420045631182
5.568012624583502,9.36154774160781,6.96029796674973,24.144265917780995
5.700611700893649,0.9717649377076854,6.150072266991698,36.29396982518795
9.900538501042632,1.4008401523652403,5.183296523637368,41.93630172903998
8.773730719279554,7.407686177542044,6.97015740995268,35.92485441919031
7.024840839871093,3.5949115121975517,2.9359184426449336,23.202399636429558
8.093611554785136,8.101133946791808,8.670723185801037,38.592628600227236
9.132405525564714,5.113423988609378,5.015162946871996,35.288199507074886
7.9829517896677515,6.4996393077776515,7.019668772577034,34.57671660524039
7.95792669436101,8.900053418175663,3.379951568515358,16.394353272574527
3.75582952639944,0.93981939840869,5.78280140996174,30.924637070058505
0.35942273796742086,4.655980181324601,5.426446347075766,14.395549349517575
2.865412521282844,5.9083326056901075,0.3050024993904943,-1.0975048117300386
0.37348188749214417,8.226005606596583,3.601906414112629,1.2650850704084404
1.2706051265188478,5.222432600548044,7.699935530986108,23.54588564026574
2.1582102749684315,6.228904758190002,0.85347464993768,-2.8476631032245727
