cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,class
598,6,2,10,0.270145553507265,1250,11,0.888450287786284,1
752,4,2,10,0.473073991358341,1290,11,0.943194553897495,1
809,4,2,10,1.32457763253736,1669,11,0.888450287786284,1
560,6,2,10,0.457158035448453,1443,11,0.943194553897495,1
839,4,2,10,0.779456142623691,1612,11,0.888450287786284,1
584,4,2,10,0.0831330715660776,1298,11,0.943194553897495,1
870,4,2,10,0.795372098533579,1418,11,0.888450287786284,1
614,6,2,10,0.365641288966595,1489,11,0.888450287786284,1
693,4,2,10,1.02217447024949,1743,11,0.943194553897495,1
716,6,2,10,0.707834341029193,1458,11,0.943194553897495,1
861,6,2,10,0.775477153646219,1655,11,0.888450287786284,1
686,6,2,10,0.234334652710016,1241,11,0.943194553897495,1
774,4,2,10,0.500926914200645,1312,11,0.888450287786284,1
741,6,2,10,0.859035922173132,1591,11,0.943194553897495,1
758,6,2,10,1.04206941513685,1624,11,0.943194553897495,1
793,6,2,10,1.18133402934837,1661,11,0.888450287786284,1
599,4,2,10,0.779456142623691,1489,11,0.888450287786284,1
688,4,2,10,0.377578255899011,1138,11,0.888450287786284,1
752,4,2,10,0.819246032398411,1442,11,0.943194553897495,1
668,6,2,10,1.10175424979893,1843,11,0.888450287786284,1
657,6,2,10,0.214439707822656,1078,11,0.888450287786284,1
815,6,2,10,0.488989947268229,1432,11,0.888450287786284,1
777,6,2,10,0.87495187808302,1447,11,0.888450287786284,1
604,6,2,10,0.381557244876483,1219,11,0.888450287786284,1
643,4,2,10,0.540716803975366,1317,11,0.888450287786284,1
732,4,2,10,1.15746009548354,1496,11,0.943194553897495,1
725,4,2,10,0.425326123628676,1399,11,0.943194553897495,1
569,4,2,10,0.305956454304514,1461,11,0.943194553897495,1
781,4,2,10,0.540716803975366,1376,11,0.888450287786284,1
843,6,2,10,0.99034255842971,1546,11,0.888450287786284,1
632,6,2,10,0.906783789902797,1271,11,0.888450287786284,1
741,6,2,10,0.580506693750087,1392,11,0.943194553897495,1
676,6,2,10,0.254229597597377,1472,11,0.888450287786284,1
747,4,2,10,0.488989947268229,1446,11,0.943194553897495,1
759,6,2,10,0.998300536384655,1473,11,0.888450287786284,1
733,4,2,10,0.656107484322056,1442,11,0.943194553897495,1
766,6,2,10,0.381557244876483,1387,11,0.888450287786284,1
839,4,2,10,1.0062585143396,1685,11,0.888450287786284,1
679,4,2,10,0.863014911150604,1524,11,0.888450287786284,1
816,4,2,10,0.910762778880269,1508,11,0.888450287786284,1
724,6,2,10,0.75956119773633,1634,11,0.888450287786284,1
769,4,2,10,0.998300536384655,1455,11,0.888450287786284,1
561,6,2,10,0.73966625284897,1564,11,0.943194553897495,1
523,6,2,10,0.278103531462209,1477,11,0.943194553897495,1
775,4,2,10,0.803330076488523,1491,11,0.943194553897495,1
817,6,2,10,0.902804800925325,1646,11,0.943194553897495,1
618,6,2,10,0.755582208758858,1352,11,0.943194553897495,1
727,4,2,10,0.894846822970381,1616,11,0.943194553897495,1
579,6,2,10,0.703855352051721,1319,11,0.943194553897495,1
734,6,2,10,0.29799847634957,1397,11,0.943194553897495,1
776,4,2,10,1.12960717264123,1711,11,0.943194553897495,1
663,4,2,10,0.640191528412168,1452,11,0.943194553897495,1
799,4,2,10,1.34447257742473,1767,11,0.943194553897495,1
684,6,2,10,0.441242079538564,1382,11,0.888450287786284,1
865,4,2,10,0.974426602519822,1826,11,0.888450287786284,1
709,4,2,10,0.715792318984137,1298,11,0.943194553897495,1
783,6,2,10,0.699876363074249,1508,11,0.888450287786284,1
692,6,2,10,0.763540186713802,1490,11,0.943194553897495,1
778,6,2,10,0.385536233853955,1167,11,0.943194553897495,1
800,6,2,10,0.668044451254472,1392,11,0.943194553897495,1
786,4,2,10,0.516842870110534,1261,11,0.943194553897495,1
658,4,2,10,0.218418696800128,1014,11,0.888450287786284,1
804,6,2,10,0.994321547407183,1588,11,0.943194553897495,1
619,6,2,10,0.381557244876483,1363,11,0.943194553897495,1
842,4,2,10,1.24499785298792,1657,11,0.943194553897495,1
613,4,2,10,0.417368145673732,1294,11,0.888450287786284,1
635,6,2,10,0.520821859088006,1377,11,0.888450287786284,1
714,4,2,10,0.640191528412168,1318,11,0.943194553897495,1
697,4,2,10,0.496947925223173,1351,11,0.943194553897495,1
818,6,2,10,0.683960407164361,1543,11,0.943194553897495,1
760,6,2,10,1.02615345922696,1548,11,0.943194553897495,1
686,4,2,10,0.437263090561092,1344,11,0.888450287786284,1
885,4,2,10,1.12960717264123,1580,11,0.943194553897495,1
774,6,2,10,1.04206941513685,1552,11,0.943194553897495,1
729,6,2,10,0.711813330006665,1599,11,0.888450287786284,1
710,6,2,10,0.564590737840199,1396,11,0.943194553897495,1
782,6,2,10,0.99034255842971,1574,11,0.943194553897495,1
536,4,2,10,0.409410167718788,1315,11,0.943194553897495,1
658,4,2,10,0.711813330006665,1201,11,0.888450287786284,1
643,6,2,10,0.536737814997894,1330,11,0.888450287786284,1
674,6,2,10,0.763540186713802,1233,11,0.943194553897495,1
756,4,2,10,0.45317904647098,1311,11,0.943194553897495,1
720,4,2,10,0.982384580474766,1678,11,0.888450287786284,1
583,6,2,10,0.620296583524808,1130,11,0.943194553897495,1
697,4,2,10,0.687939396141833,1341,11,0.943194553897495,1
599,4,2,10,0.516842870110534,939,11,0.943194553897495,1
791,4,2,10,0.592443660682503,1469,11,0.888450287786284,1
708,6,2,10,0.727729285916554,1546,11,0.888450287786284,1
719,6,2,10,0.85505693319566,1294,11,0.943194553897495,1
691,4,2,10,0.843119966263244,1582,11,0.888450287786284,1
587,4,2,10,0.214439707822656,1022,11,0.888450287786284,1
732,4,2,10,1.0778803159341,1745,11,0.943194553897495,1
473,6,2,10,0.473073991358341,1138,11,0.943194553897495,1
654,6,2,10,0.679981418186889,1417,11,0.943194553897495,1
730,6,2,10,0.469095002380869,1292,11,0.888450287786284,1
720,6,2,10,0.656107484322056,1343,11,0.943194553897495,1
642,4,2,10,0.811288054443467,1447,11,0.943194553897495,1
799,4,2,10,1.16143908446101,1566,11,0.943194553897495,1
736,6,2,10,0.64417051738964,1204,11,0.888450287786284,1
723,6,2,10,0.958510646609934,1426,11,0.888450287786284,1
812,6,2,10,0.584485682727559,1554,11,0.943194553897495,1
680,4,2,10,0.775477153646219,1441,11,0.888450287786284,1
789,4,2,10,1.05798537104674,1579,11,0.943194553897495,1
661,6,2,10,0.783435131601163,1361,11,0.888450287786284,1
549,6,2,10,0.707834341029193,1484,11,0.943194553897495,1
844,6,2,10,0.99034255842971,1428,11,0.943194553897495,1
717,6,2,10,0.238313641687488,1043,11,0.943194553897495,1
763,4,2,10,0.930657723767629,1450,11,0.943194553897495,1
760,4,2,10,1.02217447024949,1548,11,0.943194553897495,1
598,4,2,10,0.664065462277,1569,11,0.888450287786284,1
654,6,2,10,0.138838917250687,1307,11,0.888450287786284,1
621,4,2,10,0.488989947268229,1492,11,0.888450287786284,1
692,4,2,10,0.512863881133062,1364,11,0.888450287786284,1
601,4,2,10,0.628254561479752,1417,11,0.888450287786284,1
623,6,2,10,0.397473200786371,1434,11,0.943194553897495,1
570,4,2,10,0.397473200786371,1249,11,0.943194553897495,1
835,4,2,10,1.01819548127201,1758,11,0.888450287786284,1
735,4,2,10,1.09777526082146,1537,11,0.888450287786284,1
706,6,2,10,0.926678734790157,1658,11,0.888450287786284,1
595,4,2,10,0.878930867060492,1506,11,0.943194553897495,1
719,6,2,10,0.588464671705031,1417,11,0.943194553897495,1
624,6,2,10,0.811288054443467,1352,11,0.888450287786284,1
819,6,2,10,0.775477153646219,1528,11,0.888450287786284,1
629,4,2,10,0.707834341029193,1573,11,0.888450287786284,1
578,4,2,10,0.210460718845184,1275,11,0.943194553897495,1
593,6,2,10,0.687939396141833,1136,11,0.943194553897495,1
791,6,2,10,0.783435131601163,1353,11,0.943194553897495,1
754,4,2,10,0.958510646609934,1491,11,0.943194553897495,1
783,6,2,10,1.44394730186153,1826,11,0.888450287786284,1
753,6,2,10,0.711813330006665,1397,11,0.888450287786284,1
569,6,2,10,0.41338915669626,1298,11,0.943194553897495,1
657,6,2,10,0.839140977285772,1486,11,0.888450287786284,1
721,4,2,10,0.365641288966595,1387,11,0.943194553897495,1
646,6,2,10,0.393494211808899,1113,11,0.888450287786284,1
818,6,2,10,0.866993900128076,1559,11,0.943194553897495,1
751,6,2,10,0.986363569452238,1450,11,0.943194553897495,1
730,6,2,10,0.791393109556107,1573,11,0.888450287786284,1
869,6,2,10,1.30070369867253,1678,11,0.943194553897495,1
576,4,2,10,0.465116013403397,1427,11,0.888450287786284,1
740,4,2,10,1.0062585143396,1602,11,0.888450287786284,1
707,6,2,10,0.767519175691274,1546,11,0.943194553897495,1
784,4,2,10,0.87495187808302,1558,11,0.943194553897495,1
688,4,2,10,0.99034255842971,1496,11,0.943194553897495,1
698,4,2,10,0.488989947268229,1159,11,0.888450287786284,1
781,6,2,10,0.723750296939081,1329,11,0.888450287786284,1
801,6,2,10,0.787414120578635,1410,11,0.888450287786284,1
788,6,2,10,0.723750296939081,1342,11,0.943194553897495,1
662,4,2,10,0.397473200786371,1271,11,0.943194553897495,1
796,4,2,10,0.731708274894026,1527,11,0.888450287786284,1
615,4,2,10,0.811288054443467,1317,11,0.888450287786284,1
748,6,2,10,0.536737814997894,1474,11,0.888450287786284,1
740,4,2,10,0.333809377146818,1172,11,0.943194553897495,1
587,4,2,10,0.516842870110534,1263,11,0.943194553897495,1
706,6,2,10,0.747624230803914,1406,11,0.888450287786284,1
652,4,2,10,0.735687263871498,1541,11,0.888450287786284,1
665,4,2,10,0.632233550457224,1553,11,0.888450287786284,1
798,6,2,10,1.2768297648077,1825,11,0.888450287786284,1
570,6,2,10,0.560611748862727,1294,11,0.943194553897495,1
953,4,2,10,1.34049358844725,1755,11,0.943194553897495,1
703,4,2,10,1.0062585143396,1623,11,0.888450287786284,1
748,4,2,10,1.01421649229454,1561,11,0.943194553897495,1
515,6,2,10,0.341767355101762,1321,11,0.888450287786284,1
666,4,2,10,0.695897374096777,1193,11,0.888450287786284,1
821,4,2,10,0.628254561479752,1388,11,0.888450287786284,1
763,4,2,10,0.727729285916554,1353,11,0.888450287786284,1
731,4,2,10,0.783435131601163,1417,11,0.943194553897495,1
596,4,2,10,0.278103531462209,1125,11,0.888450287786284,1
801,6,2,10,1.06992233797915,1738,11,0.888450287786284,1
694,4,2,10,0.664065462277,1675,11,0.888450287786284,1
702,4,2,10,0.556632759885254,1339,11,0.943194553897495,1
717,4,2,10,1.12562818366376,1746,11,0.888450287786284,1
878,6,2,10,0.930657723767629,1596,11,0.888450287786284,1
767,6,2,10,0.97044761354235,1661,11,0.943194553897495,1
745,4,2,10,0.532758826020422,1564,11,0.943194553897495,1
791,6,2,10,1.46384224674889,1878,11,0.888450287786284,1
619,4,2,10,0.461137024425925,1296,11,0.888450287786284,1
712,6,2,10,0.12690195031827,1063,11,0.888450287786284,1
1137,2,2,10,2.07660654927959,1574,11,0.943194553897495,1
1151,2,2,10,1.90551002324829,1363,11,0.943194553897495,1
1002,6,2,10,1.84980417756368,1497,11,0.943194553897495,1
1149,6,2,10,1.77420338699171,1209,11,0.888450287786284,1
1270,2,2,10,2.04477463745981,1572,11,0.943194553897495,1
1154,6,2,10,2.00498474768509,1374,11,0.943194553897495,1
1099,6,2,10,1.86969912245104,1368,11,0.888450287786284,1
1139,6,2,10,1.86572013347357,1400,11,0.888450287786284,1
1181,2,2,10,2.04477463745981,1613,11,0.943194553897495,1
1289,2,2,10,2.088543516212,1633,11,0.888450287786284,1
1197,6,2,10,1.87367811142851,1409,11,0.943194553897495,1
1203,6,2,10,2.05671160439223,1467,11,0.888450287786284,1
1223,6,2,10,1.9890687917752,1589,11,0.888450287786284,1
1347,6,2,10,1.96917384688784,1636,11,0.943194553897495,1
1192,6,2,10,1.99304778075267,1634,11,0.888450287786284,1
1276,2,2,10,2.07262756030211,1735,11,0.888450287786284,1
1072,2,2,10,1.9174469901807,1380,11,0.888450287786284,1
1126,6,2,10,1.69860259641974,1070,11,0.888450287786284,1
1224,6,2,10,1.92540496813565,1479,11,0.943194553897495,1
1286,2,2,10,2.01294272564003,1403,11,0.888450287786284,1
1133,2,2,10,1.88163608938346,1549,11,0.943194553897495,1
1229,6,2,10,1.9890687917752,1474,11,0.943194553897495,1
1115,2,2,10,1.90153103427082,1197,11,0.888450287786284,1
1182,6,2,10,2.00498474768509,1300,11,0.888450287786284,1
1104,6,2,10,1.89755204529334,1334,11,0.943194553897495,1
1286,2,2,10,1.97713182484278,1422,11,0.943194553897495,1
1187,6,2,10,1.90948901222576,1345,11,0.888450287786284,1
1078,6,2,10,1.68666562948732,1318,11,0.943194553897495,1
1257,2,2,10,1.97315283586531,1302,11,0.888450287786284,1
1188,6,2,10,2.04079564848234,1605,11,0.888450287786284,1
1276,6,2,10,1.90948901222576,1583,11,0.943194553897495,1
1203,2,2,10,1.94132092404554,1650,11,0.943194553897495,1
1217,6,2,10,1.93734193506806,1363,11,0.943194553897495,1
1214,2,2,10,2.04875362643728,1620,11,0.888450287786284,1
1187,2,2,10,1.96519485791037,1451,11,0.943194553897495,1
1234,2,2,10,1.71053956335216,1397,11,0.888450287786284,1
1310,2,2,10,1.84582518858621,1509,11,0.888450287786284,1
1205,6,2,10,1.94927890200048,1156,11,0.888450287786284,1
1171,2,2,10,1.93734193506806,1448,11,0.943194553897495,1
1312,2,2,10,2.088543516212,1523,11,0.888450287786284,1
1198,6,2,10,1.97713182484278,1506,11,0.943194553897495,1
1199,2,2,10,1.86572013347357,1378,11,0.943194553897495,1
1094,6,2,10,2.04875362643728,1257,11,0.943194553897495,1
1345,2,2,10,2.09650149416695,1782,11,0.943194553897495,1
1230,6,2,10,1.65881270664502,1038,11,0.888450287786284,1
1260,6,2,10,1.87367811142851,1455,11,0.888450287786284,1
1168,6,2,10,1.79807732085654,1387,11,0.888450287786284,1
1064,2,2,10,1.63493877278019,1158,11,0.888450287786284,1
1157,6,2,10,2.00100575870762,1267,11,0.943194553897495,1
1031,6,2,10,1.93734193506806,1228,11,0.943194553897495,1
1169,6,2,10,1.95325789097795,1312,11,0.888450287786284,1
1211,6,2,10,1.8179722657439,1445,11,0.888450287786284,1
1178,2,2,10,2.03681665950487,1220,11,0.888450287786284,1
1187,2,2,10,1.7901193429016,1204,11,0.943194553897495,1
1227,2,2,10,2.14822835087408,1701,11,0.888450287786284,1
1116,2,2,10,1.90153103427082,1408,11,0.888450287786284,1
1268,6,2,10,1.88163608938346,1590,11,0.943194553897495,1
1251,2,2,10,1.8895940673384,1483,11,0.943194553897495,1
1148,2,2,10,1.86969912245104,1555,11,0.888450287786284,1
1096,2,2,10,1.86969912245104,1281,11,0.943194553897495,1
1061,6,2,10,1.58321191607305,1425,11,0.943194553897495,1
1043,6,2,10,1.83786721063126,1181,11,0.943194553897495,1
1074,6,2,10,1.60708584993788,1136,11,0.943194553897495,1
1193,2,2,10,1.89755204529334,1441,11,0.943194553897495,1
1183,6,2,10,1.93734193506806,1672,11,0.943194553897495,1
1251,6,2,10,2.10843846109936,1682,11,0.943194553897495,1
1277,6,2,10,2.13629138394167,1547,11,0.888450287786284,1
1301,2,2,10,1.8895940673384,1654,11,0.943194553897495,1
1272,2,2,10,1.93734193506806,1505,11,0.943194553897495,1
1196,2,2,10,2.02885868154992,1604,11,0.943194553897495,1
1165,6,2,10,1.72247653028457,1431,11,0.888450287786284,1
985,2,2,10,1.83388822165379,1336,11,0.943194553897495,1
1172,2,2,10,1.9890687917752,1491,11,0.943194553897495,1
1227,2,2,10,1.87367811142851,1575,11,0.888450287786284,1
1306,6,2,10,2.04079564848234,1514,11,0.943194553897495,1
1084,6,2,10,1.80603529881149,1313,11,0.888450287786284,1
1195,2,2,10,1.98111081382026,1499,11,0.943194553897495,1
1410,6,2,10,2.05273261541475,1581,11,0.888450287786284,1
1196,6,2,10,1.92540496813565,1204,11,0.943194553897495,1
1177,6,2,10,1.84582518858621,1435,11,0.943194553897495,1
1269,6,2,10,1.76624540903677,1359,11,0.943194553897495,1
